DIVISION_ID;ID;TYPE_x;ACRONYM;LABEL;MEMBER_OF_COALITION;COALITION_MEMBERS;name;alpha-2;alpha-3;country-code;iso_3166-2;region;sub-region;intermediate-region;region-code;sub-region-code;intermediate-region-code;PARTY_ID;TYPE_y;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME;TEMPERATURE;WEIGHTED_TEMP
BE;BE01;PARTY;CD&V;Christen-Democratisch en Vlaams;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE01;PARTY;12.57;FINAL;;0.11762380280368845;1.478531201242364
BE;BE01;PARTY;CD&V;Christen-Democratisch en Vlaams;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE01;PARTY;19.96;FINAL;;1.7363358132080524;34.65726283163273
BE;BE02;PARTY;cdH;Centre Démocrate Humaniste;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE02;PARTY;11.36;FINAL;;1.0618767441488073;12.062919813530451
BE;BE02;PARTY;cdH;Centre Démocrate Humaniste;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE02;PARTY;4.14;FINAL;;0.404281504814874;1.6737254299335782
BE;BE03;PARTY;CSP;Christlich Soziale Partei;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE03;PARTY;0.18;FINAL;;0.7228647304660885;0.13011565148389592
BE;BE03;PARTY;CSP;Christlich Soziale Partei;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE03;PARTY;30.34;FINAL;;-1.926368164288435;-58.44601010451112
BE;BE04;PARTY;PS;Parti Socialiste;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE04;PARTY;29.29;FINAL;;-1.8413099832890913;-53.931969410537484
BE;BE04;PARTY;PS;Parti Socialiste;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE04;PARTY;10.68;FINAL;;-0.5813983774166744;-6.209334670810083
BE;BE05;PARTY;sp.a;Socialistische Partij - Anders;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE05;PARTY;8.3;FINAL;;0.635629754139114;5.275726959354647
BE;BE05;PARTY;sp.a;Socialistische Partij - Anders;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE05;PARTY;13.18;FINAL;;0.2830168579039216;3.7301621871736867
BE;BE06;PARTY;N-VA;Nieuw-Vlaamse Alliantie;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE06;PARTY;16.79;FINAL;;1.2777508643250082;21.453437012016884
BE;BE06;PARTY;N-VA;Nieuw-Vlaamse Alliantie;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE06;PARTY;26.67;FINAL;;1.3664729232634296;36.443832863435674
BE;BE07;PARTY;Open VLD;Open Vlaamse Liberalen en Democraten;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE07;PARTY;12.84;FINAL;;-1.8440547337548083;-23.67766278141174
BE;BE07;PARTY;Open VLD;Open Vlaamse Liberalen en Democraten;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE07;PARTY;20.4;FINAL;;1.091410097985881;22.26476599891197
BE;BE08;PARTY;MR;Mouvement Réformateur;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE08;PARTY;27.1;FINAL;;-1.8727228436290067;-50.75078906234608
BE;BE08;PARTY;MR;Mouvement Réformateur;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE08;PARTY;9.88;FINAL;;1.8402783107767764;18.18194971047455
BE;BE09;PARTY;ECOLO;Ecologistes Confédérés pour l'Organisation de Luttes Originales ;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE09;PARTY;11.69;FINAL;;-1.3178523288805732;-15.4056937246139
BE;BE09;PARTY;ECOLO;Ecologistes Confédérés pour l'Organisation de Luttes Originales ;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE09;PARTY;4.26;FINAL;;-0.8849578673296437;-3.769920514824282
BE;BE10;PARTY;Groen;Groen;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE10;PARTY;6.69;FINAL;;1.376661467252593;9.209865215919848
BE;BE10;PARTY;Groen;Groen;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE10;PARTY;10.62;FINAL;;-0.4476888024221646;-4.754455081723387
BE;BE11;PARTY;Vl. Belang;Vlaams Belang;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE11;PARTY;4.26;FINAL;;1.250621434915109;5.327647312738364
BE;BE11;PARTY;Vl. Belang;Vlaams Belang;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE11;PARTY;6.76;FINAL;;1.0119060480111806;6.840484884555581
BE;BE92;PARTY;Other parties G.;Other parties from German-speaking electoral college;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE92;PARTY;3.02;FINAL;;-0.028234677720162082;-0.08526872671488948
BE;BE92;PARTY;Other parties G.;Other parties from German-speaking electoral college;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE92;PARTY;69.66;FINAL;;1.137311783427975;79.22513883359272
BE;BE91;PARTY;Other parties W.;Other parties from French-speaking electoral college;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE91;PARTY;20.56;FINAL;;0.7006537413048801;14.405440921228335
BE;BE91;PARTY;Other parties W.;Other parties from French-speaking electoral college;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE91;PARTY;0.4;FINAL;;-1.0939809703474914;-0.4375923881389966
BE;BE90;PARTY;Other parties F.;Other parties from Dutch-speaking electoral college;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE90;PARTY;5.99;FINAL;;-1.9659124113239899;-11.7758153438307
BE;BE90;PARTY;Other parties F.;Other parties from Dutch-speaking electoral college;;;Belgium;BE;BEL;56.0;ISO 3166-2:BE;Europe;Western Europe;;150.0;155.0;;BE90;PARTY;2.41;FINAL;;1.4719515818456208;3.5474033122479462
FBE;BE05;PARTY;sp.a;Socialistische Partij - Anders;;;;;;;;;;;;;;BE05;PARTY;8.3;FINAL;;-1.8117493694045965;-15.037519766058152
FBE;BE05;PARTY;sp.a;Socialistische Partij - Anders;;;;;;;;;;;;;;BE05;PARTY;13.18;FINAL;;1.6880306344979106;22.24824376268246
FBE;BE10;PARTY;Groen;Groen;;;;;;;;;;;;;;BE10;PARTY;6.69;FINAL;;1.187322333025039;7.943186407937512
FBE;BE10;PARTY;Groen;Groen;;;;;;;;;;;;;;BE10;PARTY;10.62;FINAL;;1.2450690827711108;13.222633659029196
FBE;BE06;PARTY;N-VA;Nieuw-Vlaamse Alliantie;;;;;;;;;;;;;;BE06;PARTY;16.79;FINAL;;1.347526909269337;22.624976806632166
FBE;BE06;PARTY;N-VA;Nieuw-Vlaamse Alliantie;;;;;;;;;;;;;;BE06;PARTY;26.67;FINAL;;-0.4492732903777461;-11.982118654374489
FBE;BE01;PARTY;CD&V;Christen-Democratisch en Vlaams;;;;;;;;;;;;;;BE01;PARTY;12.57;FINAL;;-1.7728004305223997;-22.284101411666565
FBE;BE01;PARTY;CD&V;Christen-Democratisch en Vlaams;;;;;;;;;;;;;;BE01;PARTY;19.96;FINAL;;0.40670230594818335;8.11777802672574
FBE;BE07;PARTY;Open VLD;Open Vlaamse Liberalen en Democraten;;;;;;;;;;;;;;BE07;PARTY;12.84;FINAL;;0.29503711645982555;3.78827657534416
FBE;BE07;PARTY;Open VLD;Open Vlaamse Liberalen en Democraten;;;;;;;;;;;;;;BE07;PARTY;20.4;FINAL;;-0.24639296247728604;-5.0264164345366344
FBE;BE11;PARTY;Vl. Belang;Vlaams Belang;;;;;;;;;;;;;;BE11;PARTY;4.26;FINAL;;0.918848521732321;3.9142947025796873
FBE;BE11;PARTY;Vl. Belang;Vlaams Belang;;;;;;;;;;;;;;BE11;PARTY;6.76;FINAL;;1.0581966282093718;7.153409206695353
FBE;BE90;PARTY;Other parties F.;Other parties from Dutch-speaking electoral college;;;;;;;;;;;;;;BE90;PARTY;5.99;FINAL;;-0.4425481680831349;-2.6508635268179783
FBE;BE90;PARTY;Other parties F.;Other parties from Dutch-speaking electoral college;;;;;;;;;;;;;;BE90;PARTY;2.41;FINAL;;0.4087624749668963;0.9851175646702202
GBE;BE03;PARTY;CSP;Christlich Soziale Partei;;;;;;;;;;;;;;BE03;PARTY;0.18;FINAL;;0.7422148311777557;0.133598669611996
GBE;BE03;PARTY;CSP;Christlich Soziale Partei;;;;;;;;;;;;;;BE03;PARTY;30.34;FINAL;;1.0461049854175535;31.73882525756857
GBE;BE92;PARTY;Other parties G.;Other parties from German-speaking electoral college;;;;;;;;;;;;;;BE92;PARTY;3.02;FINAL;;-0.2733698663983022;-0.8255769965228726
GBE;BE92;PARTY;Other parties G.;Other parties from German-speaking electoral college;;;;;;;;;;;;;;BE92;PARTY;69.66;FINAL;;-0.4892233223875202;-34.07929663751465
WBE;BE04;PARTY;PS;Parti Socialiste;;;;;;;;;;;;;;BE04;PARTY;29.29;FINAL;;-0.7223067644763836;-21.156365131513276
WBE;BE04;PARTY;PS;Parti Socialiste;;;;;;;;;;;;;;BE04;PARTY;10.68;FINAL;;-0.8352932909628206;-8.920932347482923
WBE;BE09;PARTY;ECOLO;Ecologistes Confédérés pour l'Organisation de Luttes Originales ;;;;;;;;;;;;;;BE09;PARTY;11.69;FINAL;;-0.3176734898717819;-3.71360309660113
WBE;BE09;PARTY;ECOLO;Ecologistes Confédérés pour l'Organisation de Luttes Originales ;;;;;;;;;;;;;;BE09;PARTY;4.26;FINAL;;1.5965904040402603;6.801475121211508
WBE;BE02;PARTY;cdH;Centre Démocrate Humaniste;;;;;;;;;;;;;;BE02;PARTY;11.36;FINAL;;-1.2040480736372268;-13.677986116518895
WBE;BE02;PARTY;cdH;Centre Démocrate Humaniste;;;;;;;;;;;;;;BE02;PARTY;4.14;FINAL;;-0.5235917453223649;-2.1676698256345905
WBE;BE08;PARTY;MR;Mouvement Réformateur;;;;;;;;;;;;;;BE08;PARTY;27.1;FINAL;;1.5561506661075648;42.17168305151501
WBE;BE08;PARTY;MR;Mouvement Réformateur;;;;;;;;;;;;;;BE08;PARTY;9.88;FINAL;;1.9694098209713986;19.45776903119742
WBE;BE91;PARTY;Other parties W.;Other parties from French-speaking electoral college;;;;;;;;;;;;;;BE91;PARTY;20.56;FINAL;;1.791335704753617;36.82986208973436
WBE;BE91;PARTY;Other parties W.;Other parties from French-speaking electoral college;;;;;;;;;;;;;;BE91;PARTY;0.4;FINAL;;1.9409860715575915;0.7763944286230366
BG;BG01;COALITION;Coal. RB/Реформаторски блок;Coal. RB/Реформаторски блок;;BG02;Bulgaria;BG;BGR;100.0;ISO 3166-2:BG;Europe;Eastern Europe;;150.0;151.0;;BG01;COALITION;6.45;FINAL;;-0.3589593535331175;-2.3152878302886077
BG;BG03;PARTY;GERB/ГЕРБ;Граждани за европейско развитие;;;Bulgaria;BG;BGR;100.0;ISO 3166-2:BG;Europe;Eastern Europe;;150.0;151.0;;BG03;PARTY;30.4;FINAL;;1.0513940573859952;31.962379344534252
BG;BG04;PARTY;BSP/БСП;за България;;;Bulgaria;BG;BGR;100.0;ISO 3166-2:BG;Europe;Eastern Europe;;150.0;151.0;;BG04;PARTY;18.93;FINAL;;-0.7421401489057042;-14.048713018784982
BG;BG05;COALITION;Coal. ББЦ+ВМРО-БНД+et al.; България без цензура (ББЦ) + Вътрешна македонска революционна организация-Българско национално движение + Гергьовден (ВМРО-БНД) +Земеделски народен съюз (ЗНС);;BG06|BG07;Bulgaria;BG;BGR;100.0;ISO 3166-2:BG;Europe;Eastern Europe;;150.0;151.0;;BG05;COALITION;10.66;FINAL;;-0.8843455364482895;-9.427123418538766
BG;BG08;PARTY;DPS/ДПС;Движение за права и свободи;;;Bulgaria;BG;BGR;100.0;ISO 3166-2:BG;Europe;Eastern Europe;;150.0;151.0;;BG08;PARTY;17.27;FINAL;;-0.8418753603109042;-14.539187472569314
BG;BG90;PARTY;Other parties;Other parties;;;Bulgaria;BG;BGR;100.0;ISO 3166-2:BG;Europe;Eastern Europe;;150.0;151.0;;BG90;PARTY;16.29;FINAL;;1.7401267279829638;28.346664398842478
CZ;CZ01;COALITION;KDU-ČSL;Coalition Křesťanská a demokratická unie – Československá strana lidová;;CZ02;Czechia;CZ;CZE;203.0;ISO 3166-2:CZ;Europe;Eastern Europe;;150.0;151.0;;CZ01;COALITION;9.95;FINAL;;1.2737872484480341;12.674183122057938
CZ;CZ03;COALITION;Coal. TOP 09+STAN;Coalition TOP 09 + Starostové a nezávislí;;CZ04;Czechia;CZ;CZE;203.0;ISO 3166-2:CZ;Europe;Eastern Europe;;150.0;151.0;;CZ03;COALITION;15.95;FINAL;;1.5068880838797525;24.034864937882052
CZ;CZ05;PARTY;ČSSD;Česká strana sociálně demokratická;;;Czechia;CZ;CZE;203.0;ISO 3166-2:CZ;Europe;Eastern Europe;;150.0;151.0;;CZ05;PARTY;14.17;FINAL;;1.8207165528156661;25.79955355339799
CZ;CZ06;PARTY;ODS;Občanská demokratická strana;;;Czechia;CZ;CZE;203.0;ISO 3166-2:CZ;Europe;Eastern Europe;;150.0;151.0;;CZ06;PARTY;7.67;FINAL;;0.7526654431630413;5.772943949060527
CZ;CZ07;PARTY;ANO 2011;ANO 2011;;;Czechia;CZ;CZE;203.0;ISO 3166-2:CZ;Europe;Eastern Europe;;150.0;151.0;;CZ07;PARTY;16.13;FINAL;;0.3156123566141855;5.090827312186812
CZ;CZ08;PARTY;KSČM;Komunistická strana Čech a Moravy;;;Czechia;CZ;CZE;203.0;ISO 3166-2:CZ;Europe;Eastern Europe;;150.0;151.0;;CZ08;PARTY;10.98;FINAL;;-0.028898120879711442;-0.31730136725923164
CZ;CZ09;PARTY;Svobodní;Strana svobodných občanů;;;Czechia;CZ;CZE;203.0;ISO 3166-2:CZ;Europe;Eastern Europe;;150.0;151.0;;CZ09;PARTY;5.24;FINAL;;-1.4520572925136057;-7.608780212771294
CZ;CZ90;PARTY;Other parties;Other parties;;;Czechia;CZ;CZE;203.0;ISO 3166-2:CZ;Europe;Eastern Europe;;150.0;151.0;;CZ90;PARTY;19.91;FINAL;;-1.1938112184815202;-23.76878135996707
DK;DK01;PARTY;C (KF); Det Konservative Folkeparti;;;Denmark;DK;DNK;208.0;ISO 3166-2:DK;Europe;Northern Europe;;150.0;154.0;;DK01;PARTY;9.1;FINAL;;0.4990188712954753;4.541071728788825
DK;DK02;PARTY;A (S);Socialdemokratiet;;;Denmark;DK;DNK;208.0;ISO 3166-2:DK;Europe;Northern Europe;;150.0;154.0;;DK02;PARTY;19.1;FINAL;;0.18675554737753552;3.567030954910929
DK;DK03;PARTY;O (DF);Dansk Folkeparti;;;Denmark;DK;DNK;208.0;ISO 3166-2:DK;Europe;Northern Europe;;150.0;154.0;;DK03;PARTY;26.6;FINAL;;-1.8950183940584386;-50.40748928195447
DK;DK04;PARTY;B (RV);Radikale Venstre;;;Denmark;DK;DNK;208.0;ISO 3166-2:DK;Europe;Northern Europe;;150.0;154.0;;DK04;PARTY;6.5;FINAL;;-1.9563203193549894;-12.716082075807432
DK;DK05;PARTY;V (V);Venstre, Danmarks Liberale Parti;;;Denmark;DK;DNK;208.0;ISO 3166-2:DK;Europe;Northern Europe;;150.0;154.0;;DK05;PARTY;16.7;FINAL;;0.04014905644082534;0.6704892425617831
DK;DK06;PARTY;N;Folkebevægelsen mod EU;;;Denmark;DK;DNK;208.0;ISO 3166-2:DK;Europe;Northern Europe;;150.0;154.0;;DK06;PARTY;8.1;FINAL;;1.2990492644773362;10.522299042266422
DK;DK07;PARTY;F (SF);Socialistisk Folkeparti;;;Denmark;DK;DNK;208.0;ISO 3166-2:DK;Europe;Northern Europe;;150.0;154.0;;DK07;PARTY;11.0;FINAL;;-0.5357429170633337;-5.89317208769667
DK;DK90;PARTY;Other parties;Other parties;;;Denmark;DK;DNK;208.0;ISO 3166-2:DK;Europe;Northern Europe;;150.0;154.0;;DK90;PARTY;2.9;FINAL;;-1.7477633550440008;-5.068513729627602
DE;DE01;COALITION;CDU / CSU;Christlich Demokratische Union Deutschlands/Christlich-Soziale Union in Bayern e.V.;;DE02|DE03;Germany;DE;DEU;276.0;ISO 3166-2:DE;Europe;Western Europe;;150.0;155.0;;DE01;COALITION;35.3;FINAL;;-0.21522893114893815;-7.597581269557516
DE;DE04;PARTY;SPD;Sozialdemokratische Partei Deutschlands;;;Germany;DE;DEU;276.0;ISO 3166-2:DE;Europe;Western Europe;;150.0;155.0;;DE04;PARTY;27.3;FINAL;;0.4662437292764934;12.72845380924827
DE;DE05;PARTY;FAMILIE;Familien-Partei Deutschlands;;;Germany;DE;DEU;276.0;ISO 3166-2:DE;Europe;Western Europe;;150.0;155.0;;DE05;PARTY;0.7;FINAL;;1.5367329625738768;1.0757130738017138
DE;DE06;PARTY;AfD;Alternative für Deutschland;;;Germany;DE;DEU;276.0;ISO 3166-2:DE;Europe;Western Europe;;150.0;155.0;;DE06;PARTY;7.1;FINAL;;0.8517267925009979;6.047260226757085
DE;DE07;PARTY;FREIE WÄHLER;FREIE WÄHLER;;;Germany;DE;DEU;276.0;ISO 3166-2:DE;Europe;Western Europe;;150.0;155.0;;DE07;PARTY;1.5;FINAL;;0.8818049970631425;1.3227074955947138
DE;DE08;PARTY;FDP;Freie Demokratische Partei;;;Germany;DE;DEU;276.0;ISO 3166-2:DE;Europe;Western Europe;;150.0;155.0;;DE08;PARTY;3.4;FINAL;;0.7425590643464188;2.524700818777824
